0,0,0,0,0,0,0,0,0.25,0.319111,0,-1.17715,3.81276,121,83,0,0,0,0
0,0,0,0,0,0,1,-0.0387,0.25,2.43682,1,1.20692,-1.21463,159,46,0,0,0,1
0,0,0,0,0,0,2,0.0387,0.25,0.969929,2,-0.842817,0.854201,160,30,0,0,0,0
0,0,0,0,0,0,3,-0.0774,0.25,3.02558,3,0.310639,-3.0799,137,87,0,0,0,0
0,0,0,0,0,0,4,0.0774,0.25,2.3096,4,-1.40227,-1.09783,159,35,0,0,0,1
0,0,0,0,0,0,5,-0.1161,0.25,2.19209,5,-1.10824,-0.460228,160,131,0,0,0,1
0,0,0,0,0,0,6,0.1161,0.25,0.312594,6,1.47239,4.44658,111,25,0,0,0,1
0,0,0,0,0,0,7,-0.1548,0.25,2.40847,7,-1.85165,-1.63423,147,13,0,0,0,1
0,0,0,0,0,0,8,0.1548,0.25,2.08558,8,-1.10681,-0.46364,160,126,0,0,0,1
0,0,0,0,0,0,9,-0.1935,0.25,0.645522,9,1.59111,2.6195,137,67,0,0,0,1
0,0,0,0,0,0,10,0.1935,0.25,1.82989,10,-1.1942,-0.117812,160,2,0,0,0,1
0,0,0,0,0,0,11,-0.2322,0.25,2.59593,11,2.00642,-3.43705,121,24,0,0,0,0
0,0,0,0,0,0,12,0.2322,0.25,2.5572,12,-2.67387,-4.14337,107,39,0,0,0,1
0,0,0,0,0,0,13,-0.2709,0.25,2.24168,13,1.49268,-1.14975,158,117,0,0,0,0
0,0,0,0,0,0,14,0.2709,0.25,1.31706,14,-4.16614,1.40063,115,87,0,0,0,0
0,0,0,0,1,120,0,0.216506,-0.125,1.19884,15,0.371764,-1.14096,160,144,0,0,0,0
0,0,0,0,1,120,1,0.235856,-0.0914848,1.21977,16,0.838305,-3.54773,127,17,0,0,0,0
0,0,0,0,1,120,2,0.197156,-0.158515,2.4016,17,2.27293,-0.614849,151,1,0,0,0,0
0,0,0,0,1,120,3,0.255206,-0.0579697,1.98429,18,2.461,-1.6788,139,94,0,0,0,1
0,0,0,0,1,120,4,0.177806,-0.19203,2.63124,19,0.815827,0.880015,160,24,0,0,0,1
0,0,0,0,1,120,5,0.274556,-0.0244545,1.83098,20,0.963366,-0.71549,160,62,0,0,0,0
0,0,0,0,1,120,6,0.158456,-0.225546,0.166197,21,-0.958031,-1.14664,160,153,0,0,0,1
0,0,0,0,1,120,7,0.293906,0.00906071,2.11042,22,1.86463,-0.864548,156,7,0,0,0,0
0,0,0,0,1,120,8,0.139106,-0.259061,2.95905,23,1.07296,0.537363,160,119,0,0,0,1
0,0,0,0,1,120,9,0.313256,0.0425759,1.70545,24,-0.156856,1.1897,160,70,0,0,0,0
0,0,0,0,1,120,10,0.119756,-0.292576,2.97368,25,4.54565,1.3516,110,35,0,0,0,0
0,0,0,0,1,120,11,0.332606,0.0760911,0.381258,26,-2.97234,-0.397539,139,63,0,0,0,0
0,0,0,0,1,120,12,0.100406,-0.326091,0.351109,27,-3.01851,-0.869474,136,55,0,0,0,0
0,0,0,0,1,120,13,0.351956,0.109606,0.492862,28,-1.1984,0.0619378,160,13,0,0,0,1
0,0,0,0,1,120,14,0.0810563,-0.359606,0.0375697,29,-2.99996,-2.29628,124,98,0,0,0,0
0,0,0,0,2,240,0,-0.216506,-0.125,0.0840176,30,0.982566,-0.688886,160,9,0,0,0,1
0,0,0,0,2,240,1,-0.197156,-0.158515,2.96924,31,-3.10326,2.26921,123,10,0,0,0,0
0,0,0,0,2,240,2,-0.235856,-0.0914848,0.202223,32,0.732303,-0.950649,160,142,0,0,0,0
0,0,0,0,2,240,3,-0.177806,-0.19203,2.49735,33,-2.51338,-0.475187,146,134,0,0,0,0
0,0,0,0,2,240,4,-0.255206,-0.0579696,0.562352,34,0.32306,-1.1557,160,108,0,0,0,0
0,0,0,0,2,240,5,-0.158456,-0.225546,0.813012,35,1.18715,0.175141,160,28,0,0,0,1
0,0,0,0,2,240,6,-0.274556,-0.0244544,2.29918,36,-1.15766,-0.315947,160,145,0,0,0,0
